workbook_type,budget_month,market_group,region,currency_code,company_group,workbook_name,sheet_name,budget_existing_raw,budget_new_raw,budget_existing_k,budget_new_k,budget_amount_raw,budget_amount_report_k,source_section,source_label,load_ts,budget_amount_native,fx_rate_to_eur,budget_amount_eur_compare,budget_version
core_markets_budget,2022-01-01,Core Markets,Benelux,EUR,Company 1,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,Golden Girls NL|NL Central|NL Other_Belgium,1782.21261,0.0,1782.0,0.0,1782.21261,1782,derived_from_customer_facts,Benelux,2026-03-26T10:51:30+00:00,1782.21261,1.0,1782.21261,2026.03.18
core_markets_budget,2022-01-01,Core Markets,France,EUR,Company 1,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,France North|France South,0.0,0.0,0.0,0.0,0.0,0,derived_from_customer_facts,France,2026-03-26T10:51:30+00:00,0.0,1.0,0.0,2026.03.18
core_markets_budget,2022-01-01,Core Markets,Germany,EUR,Company 1,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,Bayern|Golden Girls DE|NRW Marina|NRW Ulrike|North|North East|Retail|South West,3590.4391499999997,0.0,3590.0,0.0,3590.4391499999997,3590,derived_from_customer_facts,Germany,2026-03-26T10:51:30+00:00,3590.4391499999997,1.0,3590.4391499999997,2026.03.18
core_markets_budget,2022-01-01,Core Markets,Italy,EUR,Company 1,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,Italy,0.0,0.0,0.0,0.0,0.0,0,derived_from_customer_facts,Italy,2026-03-26T10:51:30+00:00,0.0,1.0,0.0,2026.03.18
core_markets_budget,2022-01-01,Core Markets,Spain,EUR,Company 1,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,Spain,29.59855,0.0,30.0,0.0,29.59855,30,derived_from_customer_facts,Spain,2026-03-26T10:51:30+00:00,29.59855,1.0,29.59855,2026.03.18
core_markets_budget,2022-01-01,Core Markets,Switzerland,CHF,Company 1,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,Switzerland DE,502.3509,0.0,502.0,0.0,478.42942857142856,478,derived_from_customer_facts,Switzerland,2026-03-26T10:51:30+00:00,502.3509,0.9523809523809523,478.42942857142856,2026.03.18
core_markets_budget,2022-01-01,Core Markets,Switzerland,EUR,Company 1,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,Switzerland FR,3.2884,0.0,3.0,0.0,3.2884,3,derived_from_customer_facts,Switzerland,2026-03-26T10:51:30+00:00,3.2884,1.0,3.2884,2026.03.18
core_markets_budget,2023-01-01,Core Markets,Benelux,EUR,Company 1,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,Golden Girls NL|NL Central|NL Other_Belgium,1795.67101,0.0,1796.0,0.0,1795.67101,1796,derived_from_customer_facts,Benelux,2026-03-26T10:51:30+00:00,1795.67101,1.0,1795.67101,2026.03.18
core_markets_budget,2023-01-01,Core Markets,France,EUR,Company 1,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,France North|France South,16.423399999999997,0.0,16.0,0.0,16.423399999999997,16,derived_from_customer_facts,France,2026-03-26T10:51:30+00:00,16.423399999999997,1.0,16.423399999999997,2026.03.18
core_markets_budget,2023-01-01,Core Markets,Germany,EUR,Company 1,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,Bayern|Golden Girls DE|NRW Marina|NRW Ulrike|North|North East|Retail|South West,3797.92127,0.0,3798.0,0.0,3797.92127,3798,derived_from_customer_facts,Germany,2026-03-26T10:51:30+00:00,3797.92127,1.0,3797.92127,2026.03.18
core_markets_budget,2023-01-01,Core Markets,Italy,EUR,Company 1,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,Italy,0.0,0.0,0.0,0.0,0.0,0,derived_from_customer_facts,Italy,2026-03-26T10:51:30+00:00,0.0,1.0,0.0,2026.03.18
core_markets_budget,2023-01-01,Core Markets,Spain,EUR,Company 1,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,Spain,80.68425,0.0,81.0,0.0,80.68425,81,derived_from_customer_facts,Spain,2026-03-26T10:51:30+00:00,80.68425,1.0,80.68425,2026.03.18
core_markets_budget,2023-01-01,Core Markets,Switzerland,CHF,Company 1,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,Switzerland DE,595.47262,0.0,595.0,0.0,567.116780952381,567,derived_from_customer_facts,Switzerland,2026-03-26T10:51:30+00:00,595.47262,0.9523809523809523,567.116780952381,2026.03.18
core_markets_budget,2023-01-01,Core Markets,Switzerland,EUR,Company 1,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,Switzerland FR,36.300909999999995,0.0,36.0,0.0,36.300909999999995,36,derived_from_customer_facts,Switzerland,2026-03-26T10:51:30+00:00,36.300909999999995,1.0,36.300909999999995,2026.03.18
core_markets_budget,2024-01-01,Core Markets,Benelux,EUR,Company 1,2026.03.18 Core Markets Sales Budget 2026 New Regions FINAL.xlsx,Golden Girls NL|NL Central|NL Other_Belgium,1806.69508,0.0,1807.0,0.0,1806.69508,1807,derived_from_customer_facts,Benelux,2026-03-26T10:51:30+00:00,1806.69508,1.0,1806.69508,2026.03.18
