workbook_type,budget_month,market_group,region,currency_code,company_group,workbook_name,sheet_name,budget_existing_raw,budget_new_raw,budget_existing_k,budget_new_k,budget_amount_raw,budget_amount_report_k,source_section,source_label,load_ts,budget_amount_native,fx_rate_to_eur,budget_amount_eur_compare,budget_version
us_budget,2022-01-01,USA,Central,USD,Company 1,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,Central,0.0,0.0,0.0,0.0,0.0,0,derived_from_customer_facts,Central,2026-03-26T10:51:30+00:00,0.0,0.9296272194849864,0.0,2026.01.22
us_budget,2022-01-01,USA,Northeast,USD,Company 1,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,Northeast,32.35719,0.0,32.0,0.0,30.08012457004741,30,derived_from_customer_facts,Northeast,2026-03-26T10:51:30+00:00,32.35719,0.9296272194849864,30.08012457004741,2026.01.22
us_budget,2022-01-01,USA,Other,USD,Company 1,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,Other,0.0,0.0,0.0,0.0,0.0,0,derived_from_customer_facts,Other,2026-03-26T10:51:30+00:00,0.0,0.9296272194849864,0.0,2026.01.22
us_budget,2022-01-01,USA,Southeast,USD,Company 1,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,Southeast,89.83065,0.0,90.0,0.0,83.509017384029,84,derived_from_customer_facts,Southeast,2026-03-26T10:51:30+00:00,89.83065,0.9296272194849864,83.509017384029,2026.01.22
us_budget,2022-01-01,USA,West,USD,Company 1,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,West,168.17799,0.0,168.0,0.0,156.34283722227383,156,derived_from_customer_facts,West,2026-03-26T10:51:30+00:00,168.17799,0.9296272194849864,156.34283722227383,2026.01.22
us_budget,2023-01-01,USA,Central,USD,Company 1,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,Central,0.0,0.0,0.0,0.0,0.0,0,derived_from_customer_facts,Central,2026-03-26T10:51:30+00:00,0.0,0.9296272194849864,0.0,2026.01.22
us_budget,2023-01-01,USA,Northeast,USD,Company 1,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,Northeast,45.57271000000001,0.0,46.0,0.0,42.36563168169564,42,derived_from_customer_facts,Northeast,2026-03-26T10:51:30+00:00,45.57271000000001,0.9296272194849864,42.36563168169564,2026.01.22
us_budget,2023-01-01,USA,Other,USD,Company 1,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,Other,46.975159999999995,0.0,47.0,0.0,43.669387375662346,44,derived_from_customer_facts,Other,2026-03-26T10:51:30+00:00,46.975159999999995,0.9296272194849864,43.669387375662346,2026.01.22
us_budget,2023-01-01,USA,Southeast,USD,Company 1,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,Southeast,93.91923,0.0,94.0,0.0,87.30987264107091,87,derived_from_customer_facts,Southeast,2026-03-26T10:51:30+00:00,93.91923,0.9296272194849864,87.30987264107091,2026.01.22
us_budget,2023-01-01,USA,West,USD,Company 1,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,West,255.51776999999998,0.0,256.0,0.0,237.53627405410427,238,derived_from_customer_facts,West,2026-03-26T10:51:30+00:00,255.51776999999998,0.9296272194849864,237.53627405410427,2026.01.22
