customer_code,customer_name,Customer Map,Active?,door_type,budget_month,budget_amount,sheet_name,workbook_name,workbook_type,header_row,currency_code,market_group,region,sub_region,company_group,Sales person,sales_person,load_ts,Region,Country,2025 Cluster,channel,2026 Cluster,source_section,budget_version,budget_amount_native,fx_rate_to_eur,budget_amount_eur_compare
-25,New doors 2025,,,new_2025,2026-02-01,0.0,Northeast,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,2,USD,USA,Northeast,Northeast,Company 1,Marcus,Marcus,2026-03-26T10:51:15+00:00,Northeast,,NKD25,,,,2026.01.22,0.0,0.9296272194849864,0.0
-26,New doors 2026,,8.0,new_2026,2026-02-01,5000.0,Northeast,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,2,USD,USA,Northeast,Northeast,Company 1,Marcus,Marcus,2026-03-26T10:51:15+00:00,Northeast,,NKD26,,NKD26,,2026.01.22,5000.0,0.9296272194849864,4648.136097424932
25001,Four Seasons Hotel Philadelphia; PA,,,,2026-03-01,2700.0,Northeast,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,2,USD,USA,Northeast,Northeast,Company 1,Marcus,Marcus,2026-03-26T10:51:15+00:00,Northeast,,A,,A+,,2026.01.22,2700.0,0.9296272194849864,2509.9934926094634
25037,Equinox Holdings Inc; Boston,,,,2026-03-01,540.0,Northeast,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,2,USD,USA,Northeast,Northeast,Company 1,Marcus,Marcus,2026-03-26T10:51:15+00:00,Northeast,,B,,C,,2026.01.22,540.0,0.9296272194849864,501.99869852189266
25045,dba Haven Spa,,,,2026-03-01,540.0,Northeast,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,2,USD,USA,Northeast,Northeast,Company 1,Marcus,Marcus,2026-03-26T10:51:15+00:00,Northeast,,NKD24,,C,,2026.01.22,540.0,0.9296272194849864,501.99869852189266
25049,Four Seasons Baltimore; MD,,,,2026-03-01,1800.0,Northeast,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,2,USD,USA,Northeast,Northeast,Company 1,Marcus,Marcus,2026-03-26T10:51:15+00:00,Northeast,,NKD24,,A+,,2026.01.22,1800.0,0.9296272194849864,1673.3289950729754
25061,Equinox Holdings Inc; Washington DC,,,,2026-03-01,630.0,Northeast,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,2,USD,USA,Northeast,Northeast,Company 1,Marcus,Marcus,2026-03-26T10:51:15+00:00,Northeast,,NKD25,,C,,2026.01.22,630.0,0.9296272194849864,585.6651482755415
25062,Equinox Holdings Inc; SPA Retail Washington DC,,,,2026-03-01,450.0,Northeast,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,2,USD,USA,Northeast,Northeast,Company 1,Marcus,Marcus,2026-03-26T10:51:15+00:00,Northeast,,NKD25,,C,,2026.01.22,450.0,0.9296272194849864,418.33224876824386
25070,Renaissance Hotel Partners LLC,,,,2026-03-01,2250.0,Northeast,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,2,USD,USA,Northeast,Northeast,Company 1,Marcus,Marcus,2026-03-26T10:51:15+00:00,Northeast,,NKD25,,A++,,2026.01.22,2250.0,0.9296272194849864,2091.6612438412194
-25,New doors 2025,,,new_2025,2026-03-01,0.0,Northeast,2026.01.22 US Spa Sales Budget 2026 FINAL.xlsx,us_budget,2,USD,USA,Northeast,Northeast,Company 1,Marcus,Marcus,2026-03-26T10:51:15+00:00,Northeast,,NKD25,,,,2026.01.22,0.0,0.9296272194849864,0.0
